id,q1,a1,fc_masked,masked_sentence,masked_sentence_title,q2_gt
5a7ed2c655429930675135e5,"At the 71st Golden Globe Awards for television in 2013, what achievement did Breaking Bad, police sitcom Brooklyn Nine-Nine and American Hustle attain?",multiple awards,"Brooklyn Nine-Nine: Brooklyn Nine-Nine is an American police sitcom that premiered on Fox on September 17, 2013, garnering 6.17 million viewers.","American Hustle"", ""Behind the Candelabra"", ""Breaking Bad"", ""Brooklyn Nine-Nine"", and ""Dallas Buyers Club"" were among the films and television shows that received multiple awards.",71st Golden Globe Awards,"At the 71st Golden Globe Awards for television in 2013, what achievement did Breaking Bad, police sitcom Brooklyn Nine-Nine and American Hustle attain?"
5ac3e0f7554299194317388b,Which actor does American Beauty and American Beauty have in common?,Kevin Spacey,American Beauty (soundtrack): American Beauty: Music from the Original Motion Picture Soundtrack is the soundtrack album to the 1999 film starring Kevin Spacey and Annette Bening.,"Kevin Spacey stars as Lester Burnham, a 42-year-old advertising executive who has a midlife crisis when he becomes infatuated with his teenage daughter's best friend, Angela (Mena Suvari).",American Beauty (1999 film),Can you tell me more about American Beauty?
5a7bae20554299294a54aa96,Onika Tanya Maraj is a judge on a television show hosted by whom?,Ryan Seacrest,"Nicki Minaj: Onika Tanya Maraj (born December 8, 1982), known professionally as Nicki Minaj ( ), is a rapper, singer, songwriter and model.",Ryan Seacrest returned to host.,American Idol (season 12),Who hosts the show that Niki Minaj judges?
5ab8ee035542991b5579f04b,Are Hot Rod and The Memory of Our People both magazines?,yes,"Hot Rod (magazine): Hot Rod is a monthly American car magazine devoted to hot rodding, drag racing, and muscle cars — modifying automobiles for performance and appearance.","The Memory of Our People is a magazine published in the Argentine city of Rosario, a province of Santa Fe.",The Memory of Our People,Is The Memory of Our People a magazine?
5a7a276d5542996c55b2dd27,Who was Chamberlain and Colonel of the military staff of The Merrie Monarch?,Colonel Charles Hastings Judd,"Charles Hastings Judd: He served as Chamberlain and Colonel of the military staff of King Kalākaua and traveled with the monarch on his 1881 world tour. Kalākaua: Kalākaua (November 16, 1836 – January 20, 1891), born David Laʻ amea Kamananakapu Mahinulani Naloiaehuokalani Lumialani Kalākaua and sometimes called The Merrie Monarch, was the last king (and second to last monarch) of the Kingdom of Hawaiʻ i.","Colonel Charles Hastings Judd (September 8, 1835 – April 18, 1890) was an American businessman, rancher, courtier and politician of the Kingdom of Hawaii.",Charles Hastings Judd,Can you tell me more about Charles Hastings Judd?
5a717d4c5542994082a3e854,"Who has written more than 300 papers, Semyon Aranovich Gershgorin or Pavel Alexandrov?",Pavel Sergeyevich Alexandrov,"Pavel Alexandrov: Pavel Sergeyevich Alexandrov (Russian: Па́вел Серге́евич Алекса́ндров ), sometimes romanized Paul Alexandroff or Aleksandrov (7 May 1896 – 16 November 1982), was a Soviet mathematician. He wrote about three hundred papers, making important contributions to set theory and topology.",His contributions include the Gershgorin circle theorem.,Semyon Aranovich Gershgorin,Can you tell me more about Pavel Alexandrov?
5ac02e31554299294b218f3f,Which post DC Extended Universe actress will also play a role in what is intended to be the fifth installment of the DC Extended Universe?,Gal Gadot,"Justice League (film): The film is directed by Zack Snyder and written by Chris Terrio and Joss Whedon, from a story by Snyder and Terrio, and features an ensemble cast that includes Ben Affleck, Henry Cavill, Gal Gadot, Jason Momoa, Ezra Miller, Ray Fisher, Ciarán Hinds, Amy Adams, Willem Dafoe, Jesse Eisenberg, Jeremy Irons, Diane Lane, Connie Nielsen, and J. K. Simmons. Gal Gadot: Gal Gadot-Varsano (Hebrew: גל גדות‎ ‎ , ] ; born April 30, 1985) is an Israeli actress and model. She started with """" (2016), continued again in 2017 as the lead in ""Wonder Woman"", and will reprise the role in ""Justice League"".",It is intended to be the fifth installment in the DC Extended Universe (DCEU).,Justice League (film),What is intended to be the fifth installment of the DC Extended Universe?
5a79ea435542996c55b2dc9e,Who was the captain of the only battleship to provide gunfire support during the Vietnam War?,Rear Adm. J. Edward Snyder,"J. Edward Snyder: Rear Adm. J. Edward Snyder, USN (Ret.)","""New Jersey"" earned more battle stars for combat actions than the other three completed ""Iowa""-class battleships, and was the only US battleship providing gunfire support during the Vietnam War.",USS New Jersey (BB-62),Who was the captain of the only battleship to provide gunfire support during the Vietnam War?
5ab7e4dc5542995dae37e9df,"The Polar Bears featuring the voice of Armie Hammer, is also the same voice actor for which character in Cars 3?",Jackson Storm,"The Polar Bears: The film features the voices of Lin-Manuel Miranda, Armie Hammer, Jonathan Adams, and Megyn Price.","He is known for his portrayal of the Winklevoss twins in the film ""The Social Network"" (2010), Prince Andrew Alcott in ""Mirror Mirror"" (2012), the title character in the adventure film ""The Lone Ranger"" (2013), Mike in ""Mine"" (2016), and the voice role of Jackson Storm in 2017's Disney-Pixar Film ""Cars 3"".",Armie Hammer,What character did Armie Hammer potray in Cars 3?
5a834ed95542990548d0b1ca,"Which tower is taller, 712 Fifth Avenue or Manhattan Life Insurance Building?",712 5th Avenue,Manhattan Life Insurance Building: The Manhattan Life Insurance Building was a 348 ft tower at 64-66 Broadway in New York City completed in 1894 to the designs of the architects of Kimball & Thompson and slightly extended north in 1904 making its new address 64-70 Broadway.,"712 5th Avenue is a 650 ft skyscraper at 56th Street and Fifth Avenue in the Midtown neighborhood of Manhattan, New York City.",712 Fifth Avenue,How tall is 712 Fifth Avenue?
5ab41d855542996a3a969f4b,"Is the Pakistan fast bowler who joined the Kent County Cricket Club in June, 2011 a left-hand or right-hand batsmans?",right-hand,Wahab Riaz: He is a left-arm fast bowler and a right-hand batsman.,"Pakistan fast bowler Wahab Riaz joined Kent as their overseas player in June, and another fast bowler, South African Charl Langeveldt, signed as Kent's second overseas player for the Friends Life t20 competition only.",Kent County Cricket Club in 2011,Which fast bowler joined Kent County Cricket Club in June 2011?
5a7b7ff75542995eb53be93d,"Who was born first, Arthur Conan Doyle or Penelope Lively?",Arthur Ignatius Conan Doyle,"Arthur Conan Doyle: Sir Arthur Ignatius Conan Doyle KStJ, DL (22 May 1859 – 7 July 1930) was a British writer best known for his detective fiction featuring the character Sherlock Holmes.",Dame Penelope Margaret Lively DBE FRSL (born 17 March 1933) is a British writer of fiction for both children and adults.,Penelope Lively,When was Penelope Lielly born?
5a7d19d85542995ed0d165e8,The Tennessee Volunteers football team plays as a member for a conference in what city?,"Birmingham, Alabama","1984 Tennessee Volunteers football team: Playing as a member of the Southeastern Conference (SEC), the team was led by head coach Johnny Majors, in his eighth year, and played their home games at Neyland Stadium in Knoxville, Tennessee.","The conference is headquartered in Birmingham, Alabama.",Southeastern Conference,What city is the Southeastern Conference headquartered in?
5ae7ed17554299540e5a56a3,Ernest Foot was the best friend of the fighter pilot who had how many victories?,44,Ernest Foot: He was the best friend of Albert Ball.,"At the time of his death he was the United Kingdom's leading flying ace, with 44 victories, and remained its fourth-highest scorer behind Edward Mannock, James McCudden, and George McElroy.",Albert Ball,Albert Ball had how many victories?
5ab2659e554299340b5254b2,"From March 631 to April 631, Farrukhzad Khosrau V was the king of an empire that succeeded which empire?",the Parthian Empire,Farrukhzad Khosrow V: Farrukhzad Khosrau V was briefly king of the Sasanian Empire from March 631 to April 631.,"The Sasanian Empire, which succeeded the Parthian Empire, was recognised as one of the leading world powers alongside its neighbouring arch-rival the Roman-Byzantine Empire, for a period of more than 400 years.",Sasanian Empire,What empire did the Sasanian empire succeed?
5abd2eab5542992ac4f38210,Which suburb is a soap opera featuring a character named Beverly Marshall set in?,Erinsborough,"Ramsay Street: Ramsay Street is the fictional cul-de-sac in which the characters of the Australian soap opera ""Neighbours"" live. The street is set in the equally fictional Melbourne suburb of Erinsborough.","Beverly Marshall is a fictional character from the Australian soap opera ""Neighbours"".",Beverly Marshall,What soap opera features a character named beverly Marshall?
5abaf3195542996cc5e49f2c,Which country did the Falkland Islands beat in the 2010 Commonwealth games that has eleven administrative divisions?,Samoa,"Samoa: The Independent State of Samoa (Samoan: ""Malo Saʻoloto Tutoʻatasi o Sāmoa"" , ] ), commonly known as Samoa (Samoan: ""Sāmoa"" ) and, until 1997, known as Western Samoa, is a unitary parliamentary democracy with eleven administrative divisions.",They achieved wins against Samoa and Guernsey.,Gerald Reive,Which countries did the Falkland Islands beat in the 2010 Commonwealth Games?
5a791a97554299148911f9f2,"Which Netflix series ""Unbreakable"" character is Elizabeth Claire Kemper known for playing?","Kimberly Couger ""Kimmy"" Schmidt","Kimmy Schmidt: Kimberly Couger ""Kimmy"" Schmidt is the title character on the Netflix original series ""Unbreakable Kimmy Schmidt"". Ellie Kemper: Elizabeth Claire Kemper (born May 2, 1980) is an American actress and comedian.","After her role in ""The Office"", she was cast in a leading role as Kimmy Schmidt in the Netflix comedy series ""Unbreakable Kimmy Schmidt"", for which she has received critical acclaim.",Ellie Kemper,Which character did Ellie Kemper play in Unbreakable?
